,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
522,Party Girl,Party Girl,StaySolidRocky,2020-04-21,147800,72,0.749,0.728,0.431,0.0,0.0996,-9.966,0.0622,130.022,4
523,Table For 2,Table For 2,Alok,2019-09-27,176283,60,0.0625,0.657,0.614,0.0,0.397,-7.829,0.055,113.009,4
524,Don't Stop Believin',Escape,Journey,1981,250986,80,0.127,0.5,0.748,0.0,0.447,-9.072,0.0363,118.852,4
525,Not Today,Blurryface,Twenty One Pilots,2015-05-15,238040,60,0.0605,0.77,0.706,0.00182,0.0985,-4.705,0.0302,115.011,4
526,Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,83,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,4
527,I Like Him,Everything Sucks,Princess Nokia,2020-02-26,132453,65,0.0641,0.893,0.579,0.000121,0.215,-8.995,0.113,133.018,4
528,Ao Som do 150,Ao Som do 150,Rebecca,2018-11-08,119612,49,0.522,0.897,0.796,0.0,0.165,-3.782,0.334,155.043,4
529,Me adota (Participação especial de MC Mirella),Me adota (Participação especial de MC Mirella),Sandro e Cícero,2019-06-07,165814,44,0.223,0.733,0.735,0.0,0.185,-4.21,0.129,156.987,5
530,Toosie Slide,Toosie Slide,Drake,2020-04-03,247058,74,0.321,0.834,0.454,6.15e-06,0.114,-9.75,0.201,81.618,4
531,Tusa,Tusa,KAROL G,2019-11-07,200960,78,0.295,0.803,0.715,0.000134,0.0574,-3.28,0.298,101.085,4
532,Skechers,Skechers,DripReport,2020-01-12,106000,71,0.26,0.903,0.327,0.011,0.108,-9.727,0.0877,100.008,4
533,Te Prometo,Te Prometo,DENNIS,2019-10-24,161652,56,0.0887,0.818,0.646,0.0,0.0991,-5.325,0.273,174.041,4
534,Congratulations,Congratulations,Don Diablo,2019-11-28,201500,48,0.0858,0.82,0.8,3.49e-05,0.343,-5.281,0.138,120.083,4
535,Roots,Roots,Valerie Broussard,2019-08-16,184563,0,0.0653,0.683,0.783,1.35e-05,0.177,-4.879,0.037,122.998,4
536,Magical,Cali Vibes,FTampa,2018-09-14,212195,44,0.0401,0.705,0.716,0.0,0.106,-5.623,0.048,123.039,4
537,Back to Beginning,Back to Beginning,Breno Miranda,2019-07-05,195483,55,0.159,0.751,0.749,8.75e-06,0.0961,-6.221,0.151,124.013,4
538,Go Fuck Yourself,First Steps,Two Feet,2016-07-29,129599,76,0.571,0.765,0.327,0.0479,0.0787,-8.029,0.277,74.931,4
539,Rainha dos Faixa Preta,A Tropa One,Rodrigo Fox,2019-07-15,161619,27,0.0511,0.893,0.903,1.08e-06,0.102,-0.495,0.35,84.968,4
540,ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,2019-04-26,193040,0,0.0291,0.614,0.839,0.0,0.112,-4.143,0.0702,182.123,4
541,Without You Now (feat. AJ Mitchell),Without You Now (feat. AJ Mitchell),Digital Farm Animals,2019-06-28,171063,41,0.152,0.664,0.619,0.0,0.163,-5.23,0.0474,120.027,4
542,Home (feat. Bonn),Home (feat. Bonn),Martin Garrix,2019-08-16,239067,55,0.0655,0.466,0.612,4.07e-06,0.132,-4.855,0.0307,128.114,4
543,Something's Got To Give,Something's Got To Give,Labrinth,2019-09-20,229285,1,0.0393,0.511,0.747,6.63e-06,0.028,-5.904,0.124,109.022,4
544,Fiz Esse Som Pra Você - Ralk Remix,Fiz Esse Som Pra Você,Gabriel Elias,2019-02-08,172340,56,0.00256,0.76,0.619,3.52e-05,0.294,-8.38,0.0464,125.052,4
545,Lazy Day (feat. Danny Ocean),Lazy Day (feat. Danny Ocean),Fuse ODG,2019-11-28,205851,55,0.0228,0.868,0.862,1.69e-05,0.0898,-4.863,0.0812,126.976,4
546,Let It Be Me,Let It Be Me,Steve Aoki,2019-09-06,224060,0,0.0797,0.661,0.758,0.0,0.106,-5.299,0.0864,114.098,4
547,Old Town Road - Diplo Remix,Old Town Road (Diplo Remix),Lil Nas X,2019-04-29,204026,60,0.00407,0.766,0.771,3.76e-06,0.113,-9.108,0.0576,140.036,4
548,Brave,Brave,Don Diablo,2019-04-26,184026,57,0.169,0.654,0.874,1.77e-06,0.134,-3.885,0.0543,119.85,4
549,Wow.,Wow.,Post Malone,2018-12-24,149520,2,0.163,0.833,0.539,2.1e-06,0.101,-7.399,0.178,99.947,4
550,Dame Mais,Dame Mais,Tropkillaz,2018-12-13,194840,51,0.024,0.727,0.837,8.14e-05,0.338,-7.336,0.0671,100.023,4
551,Bad Liar,Origins (Deluxe),Imagine Dragons,2018-11-09,260773,79,0.0722,0.383,0.637,0.0,0.368,-6.993,0.0703,177.913,4
552,China,China,Anuel AA,2019-07-19,301714,76,0.0846,0.786,0.808,0.000289,0.0822,-3.702,0.0882,105.027,4
553,All The Lies,All The Lies,Alok,2019-03-15,179456,59,0.167,0.611,0.835,0.0,0.107,-4.107,0.139,102.023,4
554,CITY OF ANGELS,DROPPED OUTTA COLLEGE,24kGoldn,2019-11-22,112493,73,0.042,0.686,0.541,0.0,0.0675,-4.993,0.0493,120.082,4
555,Savage,Suga,Megan Thee Stallion,2020-03-06,155497,71,0.0252,0.843,0.741,0.0,0.096,-5.609,0.334,168.983,4
556,I Love Me,I Love Me,Demi Lovato,2020-03-06,203672,63,0.00261,0.664,0.561,0.0,0.0764,-7.031,0.0495,150.093,4
557,Supalonely,STELLA & STEVE,BENEE,2019-11-15,223480,73,0.305,0.863,0.631,3.04e-05,0.123,-4.689,0.0534,128.977,4
558,Blueberry Faygo,Blueberry Faygo,Lil Mosey,2020-02-07,162546,74,0.207,0.774,0.554,0.0,0.132,-7.909,0.0383,99.034,4
559,Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,2019-10-09,176840,81,0.0167,0.77,0.724,0.0107,0.353,-5.484,0.0495,121.975,4
560,Moral of the Story,Moral of the Story,Ashe,2019-02-14,201083,76,0.587,0.572,0.406,4.48e-06,0.102,-8.624,0.0427,119.812,4
561,Sunday Best,Where the Light Is,Surfaces,2019-01-06,158571,78,0.183,0.878,0.525,0.0,0.0714,-6.832,0.0578,112.022,4
562,RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),Black Eyed Peas,2019-10-12,221714,74,0.0334,0.721,0.716,0.00084,0.237,-7.037,0.0657,104.994,4
563,Blinding Lights,Blinding Lights,The Weeknd,2019-11-29,201573,17,0.00147,0.513,0.796,0.000209,0.0938,-4.075,0.0629,171.017,4
564,Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruiz),Dayvi,2018-12-28,189817,71,0.00903,0.745,0.972,0.465,0.297,-3.506,0.0774,128.031,4
565,O Amor Que Tu Perdeu,O Amor Que Tu Perdeu,Mila,2020-03-20,130500,39,0.492,0.743,0.865,0.0,0.221,-1.753,0.056,79.997,4
566,Way Back Home,Take,SHAUN,2018-06-27,214136,71,0.405,0.745,0.739,0.000183,0.127,-4.591,0.0327,99.913,4
567,Tudo no Sigilo,Tudo no Sigilo,Vytinho NG,2020-02-13,156995,55,0.591,0.662,0.7,0.00236,0.0709,-5.148,0.0479,176.953,4
568,Repara,Repara,Rebecca,2019-12-11,237910,46,0.354,0.848,0.713,0.0,0.0637,-4.145,0.292,147.005,4
569,Os 4 Cara Que a Bandida Se Amarra,Os 4 Cara Que a Bandida Se Amarra,Dj Guuga,2019-11-08,134769,0,0.305,0.825,0.801,5.31e-06,0.0626,-2.386,0.0744,79.994,4
570,O Brasil Tem Que Te Ver (feat. MC KEVINHO),Todo Seu,Turma do Pagode,2019-12-20,160975,44,0.449,0.694,0.822,0.0,0.97,-5.478,0.0467,163.748,4
571,(não) era amor,(não) era amor,GIULIA BE,2020-03-13,157989,57,0.314,0.534,0.551,0.0,0.177,-5.698,0.256,77.285,3
572,Falei de você pra minha mãe,Falei de você pra minha mãe,Elana Dara,2020-03-20,162929,47,0.428,0.813,0.551,0.0,0.248,-7.079,0.0743,99.988,4
573,Hoje Eu Quero Me Perder,Hoje Eu Quero Me Perder,Lagum,2020-03-20,173076,57,0.206,0.804,0.441,0.0,0.148,-6.835,0.0363,104.06,4
574,Te Meto o Pé (Brega Funk),Te Meto o Pé (Brega Funk),MC Will.G,2020-03-07,124000,0,0.217,0.785,0.428,0.00479,0.0819,-7.985,0.0692,90.055,4
575,The Take (feat. Chris Brown),Chixtape 5,Tory Lanez,2019-11-15,221492,71,0.0511,0.464,0.547,0.0,0.155,-8.137,0.339,67.003,4
576,Bate Palma,Bate Palma,MC JottaPê,2020-01-10,185600,44,0.626,0.857,0.685,0.0,0.206,-4.84,0.38,150.052,4
577,Supera - Ao Vivo,"Todos Os Cantos, Vol. 3 (ao Vivo)",Marília Mendonça,2019-08-16,147748,65,0.0604,0.665,0.743,0.0,0.959,-4.434,0.0567,131.573,4
578,BALANÇA (feat. Pedro Sampaio),BALANÇA (feat. Pedro Sampaio),WC no Beat,2020-01-30,126378,46,0.0601,0.696,0.716,0.00013,0.242,-4.854,0.0958,145.97,4
579,Tudo Ok,Tudo Ok,Thiaguinho MT,2019-11-15,178500,52,0.239,0.814,0.755,0.0,0.306,-6.164,0.0942,79.976,4
580,No Face No Case,DRAFT DAY,Vinny West,2018-07-21,191686,51,0.728,0.953,0.374,0.0,0.27,-11.926,0.39,102.998,4
581,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Hotel Diablo,Machine Gun Kelly,2019-07-05,169397,76,0.0257,0.628,0.744,0.0,0.313,-4.718,0.0379,119.921,4
582,She Gon Go,She Gon Go,Trill Ryan,2019-02-21,121009,54,0.00195,0.766,0.498,0.0,0.306,-10.147,0.0519,104.006,4
583,death bed (coffee for your head),death bed (coffee for your head),Powfu,2020-02-08,173333,82,0.731,0.726,0.431,0.0,0.696,-8.765,0.135,144.026,4
584,No Scrubs,No Scrubs,Unlike Pluto,1999,201600,59,0.164,0.458,0.778,0.0,0.315,-4.831,0.279,72.55,4
585,Parabéns,Parabéns,Pabllo Vittar,2019-10-17,136844,51,0.00687,0.723,0.856,2.48e-06,0.397,-5.596,0.0562,170.106,4
586,SUGAR,GINGER,BROCKHAMPTON,2019-08-23,204533,74,0.449,0.453,0.538,0.0,0.19,-8.212,0.0638,122.973,4
587,Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,2020-01-17,210800,84,0.145,0.808,0.745,0.0,0.292,-5.26,0.342,165.995,4
588,Are U gonna tell her? - Heavy Baile Remix,Are U gonna tell her? (feat. MC Zaac) [Heavy Baile Remix],Tove Lo,2019-11-27,164776,36,0.186,0.814,0.856,0.00044,0.0992,-2.63,0.0871,134.007,4
589,The Box,Please Excuse Me for Being Antisocial,Roddy Ricch,2019-12-06,196652,80,0.104,0.896,0.586,0.0,0.79,-6.687,0.0559,116.971,4
590,Lonely,Lonely,Diplo,2019-09-27,139813,1,0.062,0.738,0.717,0.0,0.205,-5.121,0.0573,98.047,4
591,Adore You,Adore You,Harry Styles,2019-12-06,207133,65,0.0237,0.676,0.771,7e-06,0.102,-3.675,0.0483,99.048,4
592,Lose Control,Lose Control,MEDUZA,2019-10-11,168387,77,0.129,0.598,0.526,0.0,0.14,-8.659,0.0415,123.935,4
593,On & On,On & On,Alok,2019-11-22,147026,66,0.0233,0.747,0.776,1.38e-05,0.761,-5.898,0.0722,125.07,4
594,Amor de Que,111 1,Pabllo Vittar,2019-10-31,157928,52,0.0726,0.737,0.819,0.0,0.36,-5.056,0.0446,139.988,4
595,My Oh My (feat. DaBaby),Romance,Camila Cabello,2019-12-06,170746,76,0.018,0.724,0.491,1.29e-05,0.0887,-6.024,0.0296,105.046,4
596,Welcome to Wonderland,Welcome to Wonderland,Anson Seabra,2018-04-20,199131,72,0.949,0.703,0.179,0.0,0.102,-10.906,0.0366,97.427,3
597,Personal,Talk To Ya - EP,HRVY,2017-11-30,198040,71,0.114,0.755,0.536,0.0,0.0282,-5.605,0.12,138.969,4
598,This City,This City,Sam Fischer,2019-12-11,194853,77,0.733,0.605,0.377,0.0,0.0808,-6.213,0.0443,73.877,4
599,Pagou De Superada,Pagou De Superada,Mc Anônimo,2019-08-20,160783,46,0.609,0.841,0.551,0.000645,0.352,-8.85,0.2,95.033,4
600,Goodbyes (feat. Young Thug),Hollywood's Bleeding,Post Malone,2019-09-06,174853,77,0.456,0.548,0.653,0.0,0.103,-3.875,0.081,150.068,4
601,Manhã de Sol,Manhã de Sol,Bhaskar,2018-06-08,198000,58,0.28,0.629,0.729,2.32e-06,0.0988,-6.444,0.152,139.912,4
602,Don't Rush (feat. Headie One),Don't Rush (feat. Headie One),Young T & Bugsey,2019-11-07,207640,64,0.202,0.961,0.461,0.00402,0.162,-8.684,0.27,108.028,4
603,False Confidence,Busyhead,Noah Kahan,2019-06-14,223400,67,0.163,0.414,0.663,0.0,0.138,-7.77,0.0456,108.98,4
604,What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,2020-01-17,180644,71,0.00839,0.852,0.698,1.03e-06,0.0773,-7.206,0.0629,113.039,4
605,i'm so tired...,~how i'm feeling~,Lauv,2020-01-02,162582,0,0.176,0.599,0.733,0.0,0.242,-7.058,0.203,102.211,4
606,AQUECIMENTO DO PEDRO SAMPAIO,AQUECIMENTO DO PEDRO SAMPAIO,PEDRO SAMPAIO,2019-08-09,129600,54,0.0265,0.828,0.702,2.48e-05,0.0762,-7.996,0.271,150.077,4
607,Pode chorar,Pode chorar,POCAH,2019-08-23,143376,40,0.12,0.563,0.749,0.000196,0.0597,-4.414,0.0588,99.274,5
608,Paredão,Paredão,MC Kevinho,2019-12-13,133333,48,0.293,0.744,0.794,0.00207,0.0994,-4.409,0.0836,90.07,4
609,Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),Lil Dicky,2018-03-15,216631,70,0.147,0.755,0.599,0.0,0.109,-5.042,0.224,133.123,4
610,Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),Ellie Goulding,2019-06-26,186223,74,0.108,0.657,0.768,0.0,0.144,-4.628,0.0507,75.025,4
611,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,208687,78,0.866,0.464,0.473,0.0,0.109,-10.086,0.129,75.801,4
612,Barking,Blockbuster,Ramz,2019-05-17,204826,69,0.181,0.534,0.563,0.0,0.0525,-7.845,0.312,102.999,4
613,Boys,Cuz I Love You (Deluxe),Lizzo,2019-05-03,172630,58,0.00317,0.891,0.587,0.000154,0.0487,-4.281,0.115,120.029,4
614,Make You Mine,Make You Mine,PUBLIC,2019-08-09,232906,76,0.0128,0.606,0.799,0.0,0.15,-4.452,0.0261,103.014,4
615,Falling,Falling,Trevor Daniel,2018-10-05,159381,9,0.123,0.785,0.431,0.0,0.0887,-8.756,0.0364,127.085,4
616,Ride It,Ride It,Regard,2019-07-26,157605,81,0.177,0.88,0.751,6.43e-05,0.106,-4.258,0.0874,117.948,4
617,Seus Sinais,Sinais - Parte I,Di Ferrero,2019-07-19,208786,37,0.28,0.75,0.414,0.0,0.0998,-7.946,0.0307,104.962,4
618,Já Já Eu Vou,Já Já Eu Vou,JUPTR,2019-12-13,177485,30,0.227,0.797,0.512,0.0,0.199,-8.45,0.184,110.066,4
619,Can We Kiss Forever?,Can We Kiss Forever?,Kina,2018-08-31,187898,0,0.898,0.493,0.13,0.0223,0.0941,-18.725,0.0369,109.852,4
620,7 Dias 7 Corpos,7 Dias 7 Corpos,Dj Guuga,2019-10-11,162432,0,0.38,0.891,0.877,0.0,0.118,-1.586,0.374,79.99,4
621,Credo que delícia,Credo que delícia,MC Kevinho,2019-08-22,123287,43,0.24,0.779,0.861,0.0,0.161,-3.958,0.124,146.062,4
622,Reboladinha,Reboladinha,MC Lukkas,2019-03-08,140884,0,0.215,0.722,0.691,0.0,0.0959,-5.082,0.115,160.08,4
623,Vem Me Satisfazer,Vem Me Satisfazer,MC Ingryd,2019-08-20,188388,56,0.596,0.862,0.561,0.0,0.108,-5.703,0.335,99.864,3
624,ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,163636,78,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,116.735,5
625,Wish U Were Here - Acoustic,The Acoustic Sessions,Cody Simpson,2013-11-19,216160,46,0.14,0.682,0.545,0.0,0.119,-7.981,0.0324,113.962,4
626,Can't Take My Eyes Off You,Can't Take My Eyes Off You,Joseph Vincent,2017-10-02,163559,17,0.828,0.719,0.135,0.0,0.0935,-12.074,0.0656,88.251,4
627,Girassol,Girassol,Priscilla Alcantara,2019-12-12,224725,63,0.129,0.333,0.512,0.0,0.111,-8.204,0.0528,152.489,3
628,Before You Go,Before You Go,Lewis Capaldi,2019-11-19,215106,75,0.604,0.459,0.575,0.0,0.0885,-4.858,0.0573,111.881,4
629,My Only One (No Hay Nadie Más),My Only One (No Hay Nadie Más),Sebastian Yatra,2018-07-27,198280,64,0.693,0.727,0.526,0.0,0.116,-6.307,0.0378,105.086,4
630,Live Before I Die - Naughty Boy x Mike Posner,Live Before I Die (Naughty Boy x Mike Posner),Naughty Boy,2019-11-15,213825,47,0.44,0.575,0.622,9.38e-05,0.11,-7.513,0.0338,105.051,4
631,Move On,A Real Good Kid,Mike Posner,2019-01-18,178400,54,0.207,0.736,0.688,0.499,0.402,-5.736,0.0478,102.009,4
632,I Took A Pill In Ibiza - Seeb Remix,"At Night, Alone.",Mike Posner,2016-05-06,197933,77,0.0353,0.664,0.714,8.42e-06,0.0843,-6.645,0.111,101.969,4
633,SOS (feat. Aloe Blacc),TIM,Avicii,2019-06-06,157202,72,0.272,0.802,0.645,0.0,0.119,-6.181,0.0715,100.001,4
634,Salienciazinha,Salienciazinha,Dynho Alves,2019-05-03,135593,0,0.258,0.741,0.862,6.55e-06,0.117,-4.859,0.0546,159.862,4
635,Voltei pras putas,Voltei pras putas,MC GP,2019-03-22,137195,49,0.0405,0.896,0.459,1.39e-05,0.0864,-2.318,0.0939,132.906,4
636,Starving,HAIZ,Hailee Steinfeld,2016-07-15,181880,0,0.379,0.695,0.615,0.0,0.104,-4.194,0.104,99.817,4
637,Con Calma,Con Calma,Daddy Yankee,2019-01-24,193226,79,0.11,0.737,0.86,1.94e-06,0.0574,-2.652,0.0593,93.989,4
638,Estações,[C]Alma,Onze:20,2019-10-25,197826,0,0.0383,0.458,0.61,0.0,0.101,-7.492,0.0614,136.86,4
639,Chama Ela (feat. Pedro Sampaio),Chama Ela (feat. Pedro Sampaio),Lexa,2019-09-20,120200,53,0.46,0.888,0.841,9.12e-05,0.0568,-1.933,0.147,149.994,4
640,Poquito,Kisses,Anitta,2019-04-05,175670,49,0.509,0.701,0.852,0.0,0.309,-4.03,0.126,144.837,4
641,Essa Eu Fiz Pro Nosso Amor,ANTI-HERÓI,Jão,2019-10-10,194566,63,0.612,0.822,0.39,0.0,0.11,-9.324,0.0868,129.895,4
642,SENTADÃO,SENTADÃO,PEDRO SAMPAIO,2019-11-22,143448,63,0.178,0.68,0.869,0.0,0.223,-1.94,0.0589,173.997,4
643,É só você voltar,É só você voltar / Portões,UM44K,2019-08-23,176617,45,0.323,0.708,0.667,0.0,0.0976,-6.779,0.0449,110.08,4
644,Qué Pasa,Qué Pasa,Projota,2019-10-25,196771,47,0.0415,0.937,0.571,0.0,0.469,-7.426,0.227,104.894,4
645,O Pai Tá Livre,O Pai Tá Livre,Jerry Smith,2019-06-21,150670,9,0.503,0.954,0.613,0.0,0.083,-5.771,0.183,130.032,4
646,YoYo,YoYo,Gloria Groove,2019-06-13,156521,0,0.126,0.777,0.735,0.0,0.0778,-2.108,0.231,92.039,4
647,MIL GRAU,ALEGORIA,Gloria Groove,2019-11-12,145979,0,0.462,0.822,0.977,1.17e-06,0.0489,-1.431,0.0509,97.094,4
648,Combatchy (feat. MC Rebecca),Combatchy (feat. MC Rebecca),Anitta,2019-11-20,157600,63,0.383,0.826,0.73,0.000374,0.0197,-3.032,0.0809,150.134,4
649,Dance Monkey,Dance Monkey,Tones And I,2019-05-10,209754,0,0.693,0.824,0.592,0.000158,0.178,-6.4,0.0969,98.074,4
650,Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,183290,79,0.0125,0.794,0.793,0.0,0.0952,-4.521,0.0842,123.941,4
651,Complicado,Complicado,Vitão,2019-10-04,179339,49,0.57,0.734,0.484,0.0,0.224,-7.486,0.13,130.05,4
652,Malemolência,Malemolência,Dynho Alves,2018-10-31,135053,0,0.553,0.829,0.64,0.000214,0.131,-5.537,0.231,160.025,4
653,Surtada - Remix Brega Funk,Surtada (Remix Brega Funk),Dadá Boladão,2019-09-25,152783,58,0.249,0.832,0.55,8.17e-06,0.182,-7.026,0.0587,154.064,4
654,hot girl bummer,hot girl bummer,blackbear,2019-08-23,185093,4,0.128,0.778,0.559,0.0,0.399,-7.109,0.0776,129.989,1
655,Que Tire Pa Lante,Que Tire Pa Lante,Daddy Yankee,2019-10-18,210520,70,0.0478,0.658,0.901,0.0,0.12,-2.814,0.0357,93.979,4
656,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Hollywood's Bleeding,Post Malone,2019-09-06,229573,74,0.0906,0.499,0.8,0.0,0.147,-2.665,0.0502,139.919,4
657,Look At Her Now,Look At Her Now,Selena Gomez,2019-10-24,162595,7,0.114,0.563,0.564,0.0254,0.304,-7.906,0.271,154.355,5
658,Good Thing (with Kehlani),Good Thing (with Kehlani),Zedd,2019-09-27,210901,69,0.399,0.693,0.564,0.0,0.0409,-3.857,0.0378,185.913,3
659,I Want It That Way,The Hits--Chapter One,Backstreet Boys,2001-10-23,213600,71,0.216,0.689,0.702,0.0,0.159,-5.642,0.0261,99.031,4
660,Cobaia,Cobaia,Lauana Prado,2018-07-20,219442,54,0.125,0.751,0.709,0.0,0.807,-4.216,0.0382,114.094,4
661,Vamo Dale - Ao Vivo,"Vamo Dale, ao Vivo em Balneário Camboriú",Grupo Sem Abuso,2017-10-27,186875,22,0.589,0.709,0.908,0.0,0.566,-4.96,0.0802,160.007,4
662,July,July,Noah Cyrus,2019-07-31,156106,1,0.868,0.708,0.186,0.0,0.0779,-8.953,0.0422,72.541,4
663,Trigger,Trigger,Major Lazer,2019-10-24,171986,59,0.128,0.57,0.585,0.000105,0.111,-7.041,0.251,97.285,4
664,ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,163636,0,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,116.735,5
665,Circles,Circles,Post Malone,2019-08-30,214906,2,0.233,0.704,0.758,0.00144,0.0924,-3.537,0.0402,120.003,4
666,Heartless (feat. Morgan Wallen),Heartless (feat. Morgan Wallen),Diplo,2019-08-16,169226,0,0.275,0.764,0.555,0.0,0.0824,-6.414,0.0604,111.004,4
667,Dance Monkey,The Kids Are Coming,Tones And I,2019-08-29,209438,73,0.692,0.824,0.588,0.000104,0.149,-6.4,0.0924,98.027,4
668,Para não,Para não,MC WM,2019-08-09,164800,45,0.467,0.775,0.929,0.0,0.358,-3.049,0.154,150.068,4
669,VSF,ANTI-HERÓI,Jão,2019-10-10,236921,61,0.341,0.802,0.605,0.0,0.647,-5.059,0.0302,110.018,4
670,Hold The Line (feat. A R I Z O N A),TIM,Avicii,2019-06-06,171785,62,0.329,0.648,0.554,2.56e-05,0.0803,-7.005,0.0341,98.045,4
671,What I Like About You (feat. Theresa Rex),What I Like About You (feat. Theresa Rex),Jonas Blue,2019-03-22,220396,64,0.289,0.46,0.8,6.16e-06,0.121,-3.584,0.05,102.46,4
672,Way To Break My Heart (feat. Skrillex),No.6 Collaborations Project,Ed Sheeran,2019-07-12,190293,53,0.11,0.726,0.731,3.45e-06,0.0928,-6.298,0.159,170.125,4
673,É Tudo Sobre Você - Ao Vivo,É Tudo Sobre Você (antigo) [Ao Vivo],Morada,2019-08-19,372173,0,0.257,0.397,0.746,0.0,0.703,-5.768,0.0382,137.821,4
674,Memories,Memories,Maroon 5,2019-09-20,189486,33,0.837,0.764,0.32,0.0,0.0822,-7.209,0.0546,91.019,4
675,That's Life,That's Life,Frank Sinatra,1966-11,187040,69,0.55,0.56,0.434,0.0,0.346,-14.151,0.0729,112.803,3
676,menina solta,menina solta,GIULIA BE,2019-08-23,150026,65,0.331,0.632,0.559,0.0,0.16,-6.74,0.0794,91.81,4
677,Nem de Graça / Saudade Arregaça - Ao Vivo,"Fã de Carteirinha Sunset, Ep. 01 (Ao Vivo)",Pixote,2019-07-29,342622,59,0.605,0.477,0.813,0.0,0.467,-5.919,0.0743,97.888,4
678,Botadona,Botadona,Maneiro Na Voz,2019-07-12,120346,0,0.501,0.666,0.671,3.56e-06,0.316,-8.522,0.0577,180.096,4
679,Rock And Roll Part II,The Replacements (Music From The Motion Picture),Various Artists,2000-01-01,180600,60,0.000548,0.752,0.218,0.788,0.0699,-15.177,0.0653,130.068,4
680,Lalala,Lalala,Y2K,2019-06-28,160626,75,0.178,0.843,0.39,0.0,0.137,-7.899,0.0846,129.972,4
681,No Me Conoce - Remix,Famouz,Jhay Cortez,2019-05-24,309120,79,0.145,0.806,0.786,0.0,0.0935,-3.831,0.0741,91.973,4
682,Surtada,Surtada,Various Artists,2019-02-21,163246,46,0.235,0.514,0.469,0.0,0.252,-9.179,0.581,81.722,4
683,Quarta Cadeira - Ao Vivo,Tem Moda Pra Tudo (Ao Vivo),Matheus & Kauan,2019-03-22,224001,63,0.589,0.565,0.82,0.0,0.621,-5.031,0.243,76.471,4
684,Contatinho - Ao Vivo,Contatinho (Ao Vivo),Leo Santana,2019-09-06,173229,59,0.223,0.787,0.934,1.87e-05,0.951,-5.136,0.0773,152.018,4
685,Gaiola É o Troco,Gaiola É o Troco,MC Du Black,2019-06-07,187245,61,0.42,0.722,0.84,0.0,0.112,-3.24,0.0785,150.108,4
686,FICA À VONTADE,FICA À VONTADE,PEDRO SAMPAIO,2019-05-10,140000,54,0.393,0.724,0.911,1.27e-05,0.296,-2.01,0.245,150.132,4
687,Sunset Lover,Sunset Lover,Petit Biscuit,2015,237792,71,0.729,0.783,0.467,0.809,0.109,-9.474,0.0503,90.838,4
688,Lucky Strike,Overexposed Track By Track,Maroon 5,2012-01-01,185293,59,0.000607,0.673,0.746,0.0,0.0988,-4.514,0.0424,144.013,4
689,Baile da Colômbia (Brega Funk) - Remix,Baile da Colômbia (Brega Funk) [Remix],MC Ysa,2019-05-08,124000,46,0.419,0.838,0.568,0.0,0.0617,-5.555,0.111,170.015,4
690,Irmão DQbrada!,Irmão Dqbrada!,Costa Gold,2019-08-30,360559,55,0.228,0.896,0.758,0.0,0.101,-5.334,0.422,133.93,4
691,Somebody To Love,Somebody To Love,OneRepublic,2019-09-04,181408,55,0.0158,0.401,0.503,0.0,0.134,-8.084,0.0437,118.491,4
692,Gelo,Gelo,Melim,2019-08-20,149727,57,0.242,0.542,0.563,0.0,0.109,-7.446,0.0958,169.909,4
693,Tão Linda,Casa 67,Atitude 67,2019-07-05,147843,60,0.169,0.877,0.557,0.0,0.265,-9.074,0.0911,152.874,4
694,Lençol Dobrado,Lençol Dobrado,João Gustavo e Murilo,2018-06-08,179164,64,0.361,0.707,0.664,0.0,0.331,-5.042,0.0382,124.991,4
695,Adrenalizou (Le Dib Remix),Adrenalizou (Le Dib Remix),Vitor Kley,2019-05-17,191250,0,0.165,0.711,0.776,1.51e-06,0.0481,-4.977,0.0446,124.09,4
696,Telefone - Diskover Remix,Telefone (Diskover Remix),Lagum,2018-10-19,176000,38,0.0415,0.802,0.701,0.0,0.301,-4.958,0.0796,89.966,4
697,Lençol Dobrado - Remix,Lençol Dobrado (Remix),Analaga,2019-02-22,202285,45,0.13,0.736,0.876,0.00154,0.0871,-3.255,0.0343,140.01,4
